symbol,signal_ts_ms,signal_utc,direction,entry_price,event_found,event_ts_ms,event_utc,event_peak,move_pct
SYNUSDT,1780981577000,2026-06-09T05:06:17+00:00,low,0.03571000,0,,,,
SYNUSDT,1780981609000,2026-06-09T05:06:49+00:00,low,0.03506000,0,,,,
SYNUSDT,1780981659000,2026-06-09T05:07:39+00:00,high,0.03391000,0,,,,
ICNTUSDT,1780982143000,2026-06-09T05:15:43+00:00,high,0.21030000,0,,,,
ICNTUSDT,1780982186000,2026-06-09T05:16:26+00:00,high,0.21400000,0,,,,
