symbol,signal_ts_ms,signal_utc,direction,entry_price,vol_sum_1s
HAEDALUSDT,1780988311000,2026-06-09T06:58:31+00:00,low,0.01849000,363947.00000000
HAEDALUSDT,1780988312000,2026-06-09T06:58:32+00:00,low,0.01822000,1203354.00000000
HAEDALUSDT,1780988375000,2026-06-09T06:59:35+00:00,high,0.01852000,3450121.00000000
HAEDALUSDT,1780988578000,2026-06-09T07:02:58+00:00,low,0.01843000,3482992.00000000
HAEDALUSDT,1780989121000,2026-06-09T07:12:01+00:00,high,0.01805000,365224.00000000
