symbol,signal_ts_ms,signal_utc,direction,entry_price,event_found,event_ts_ms,event_utc,event_peak,move_pct
HAEDALUSDT,1780988311000,2026-06-09T06:58:31+00:00,low,0.01849000,0,,,,
HAEDALUSDT,1780988312000,2026-06-09T06:58:32+00:00,low,0.01822000,0,,,,
HAEDALUSDT,1780988375000,2026-06-09T06:59:35+00:00,high,0.01852000,0,,,,
HAEDALUSDT,1780988578000,2026-06-09T07:02:58+00:00,low,0.01843000,0,,,,
HAEDALUSDT,1780989121000,2026-06-09T07:12:01+00:00,high,0.01805000,0,,,,
