symbol,signal_ts_ms,signal_utc,direction,entry_price,event_found,event_ts_ms,event_utc,event_peak,move_pct
JELLYJELLYUSDT,1780978860000,2026-06-09T04:21:00+00:00,high,0.05804000,0,,,,
